ID,Role,Region,Industry,Date,Salary_USD,Skills,Demand_Score,Supply_Score,Gap,Job_Postings
2dbec22a-421a-4221-83f3-750c1a4e666d,Machine Learning Engineer,South,Finance,2020-04-15,135880,"Kubernetes, Deep Learning, SQL, Machine Learning, GCP, Leadership",46,42,4,8
7cd2c9b7-76d6-4b94-965f-ec6051cfc018,Cloud Architect,South,Tech,2021-01-06,133313,"Deep Learning, Azure, Docker, Tableau",85,31,54,32
2b299460-8d40-40c6-b2c6-0104973a626d,Machine Learning Engineer,Northeast,Healthcare,2020-02-11,171945,"Communication, AWS, Kubernetes, GCP, Docker",40,82,-42,18
75fb4540-4134-42ff-bdfc-3a094648176f,Data Engineer,Northeast,Retail,2020-07-11,133978,"Communication, AWS, Machine Learning",43,31,12,50
69075ee2-110d-4fca-9a61-a73a1607b4f3,Product Manager,South,Healthcare,2025-06-13,120693,"SQL, Docker, Node.js",66,88,-22,14
ed20b1e7-014f-468b-b240-d78a0c4eb441,DevOps Engineer,West,Finance,2021-02-11,123460,"Communication, Node.js, AWS, Leadership, Tableau, Python",70,39,31,19
15506716-5dd6-433b-b4b7-d30c85369a59,Cloud Architect,Midwest,Manufacturing,2024-05-21,123329,"Excel, GCP, Kubernetes, Python, Deep Learning, Azure",81,37,44,22
03f4be4b-a829-4909-b564-331f5ab58fa3,Software Engineer,West,Healthcare,2022-12-17,145356,"Spark, Python, GCP",94,81,13,17
80748cc8-8c03-4bab-bb05-fd9885b972de,Product Manager,Midwest,Retail,2020-10-12,103492,"AWS, Docker, Leadership, Deep Learning",75,62,13,22
90173d3c-2a32-4dec-89f6-6fdf7e349088,Data Engineer,West,Finance,2022-11-17,133458,"AWS, Excel, Python, Machine Learning",57,74,-17,39
35ba8577-d792-4e6e-a5c1-e98b06159128,Product Manager,West,Manufacturing,2024-12-08,130287,"Spark, Node.js, Azure, GCP, Machine Learning, Docker",87,87,0,38
249a8c63-9e7d-4966-839d-dfb37a0c593b,DevOps Engineer,South,Tech,2025-08-27,136994,"Tableau, Excel, Communication, Machine Learning, Node.js",86,66,20,38
cdf4b4c0-9ca2-4f77-84b9-cb7be5c9c00e,Machine Learning Engineer,Midwest,Retail,2020-05-27,140321,"Python, Kubernetes, Azure, Communication, Spark, Leadership",41,51,-10,32
046932cd-e6b0-43cd-898d-1c02ec421986,Machine Learning Engineer,Northeast,Manufacturing,2023-08-11,148621,"SQL, Spark, Tableau",70,52,18,46
e3319980-1848-428d-8bdc-35c14e020875,Product Manager,South,Tech,2025-11-02,144618,"Kubernetes, Node.js, Machine Learning",56,48,8,50
d1bbb979-2b63-4653-aa0e-af7cf001e4a5,Machine Learning Engineer,West,Retail,2025-04-20,163700,"SQL, Spark, Tableau, React, Communication",69,85,-16,14
07ba970a-99fa-49c3-8462-270590cbb38a,Cloud Architect,West,Healthcare,2021-08-09,196450,"Communication, Excel, Docker, SQL, Node.js, Kubernetes",68,95,-27,6
b46b1d70-9333-419a-a218-6cc56d24b6ea,Cloud Architect,Northeast,Retail,2021-10-06,142280,"SQL, Python, Excel, Communication",74,67,7,40
7672e9a3-7d00-460c-bd64-3184a132ea5a,Business Analyst,Northeast,Manufacturing,2021-11-09,84365,"Spark, SQL, Excel, Python, Deep Learning, GCP",70,56,14,14
a4ca44e4-933d-4857-a539-26f88ee14698,Software Engineer,Northeast,Finance,2020-08-03,141049,"Leadership, Node.js, Deep Learning",72,35,37,49
d5af1a5d-426f-40f1-b27b-09a8e3b81a44,HR Manager,South,Retail,2021-08-02,75895,"Spark, Leadership, Azure, AWS, SQL, Docker",73,82,-9,21
8d6a2818-941a-4b63-a99e-787be0f417db,Data Engineer,West,Tech,2022-03-25,155659,"Communication, AWS, Excel, Azure, Python",59,69,-10,34
18d11917-2a88-4b38-8933-14216a59e666,DevOps Engineer,South,Retail,2021-07-05,138757,"Kubernetes, Deep Learning, Communication, Node.js, Python, AWS",47,79,-32,48
5c04ee1b-f8c5-411c-a1fc-3c4e7879d290,Business Analyst,West,Retail,2023-06-16,102467,"GCP, Deep Learning, Communication, Tableau, Spark",91,49,42,27
2aaa48a4-7ed2-4541-a082-56b296ee367d,Software Engineer,South,Manufacturing,2025-12-11,137574,"Docker, Spark, Node.js, AWS, Communication",41,64,-23,48
9cf10cd8-ac73-4f20-91b5-4e8df38ac66a,Cloud Architect,West,Retail,2022-11-26,209269,"Excel, Machine Learning, Python, Deep Learning",80,85,-5,39
580994e1-90df-49b3-801d-ae0cc60f362f,Business Analyst,Midwest,Finance,2024-04-20,75527,"GCP, Node.js, Docker",65,92,-27,46
511b78ec-7f60-4386-9de7-49fcc47eaa62,Cloud Architect,South,Retail,2023-11-23,151671,"AWS, Kubernetes, Excel",94,84,10,16
765e3f46-6517-4192-bf97-efbdaa93f03d,Business Analyst,South,Tech,2023-12-18,86451,"AWS, Machine Learning, Docker, Communication",91,37,54,50
a09663b0-01f5-4afa-9059-36a73dbc4ac4,HR Manager,Midwest,Healthcare,2020-04-03,70041,"Tableau, GCP, Machine Learning, Excel",78,56,22,30
272e9030-0d7c-47cf-ac1f-2111f6fa77de,Product Manager,West,Manufacturing,2021-10-25,186581,"Deep Learning, Docker, GCP, Leadership, Communication, AWS",61,61,0,5
d6e6e08a-84be-4b7d-878a-743190fa34a1,Business Analyst,West,Retail,2021-04-29,104042,"Spark, Kubernetes, Leadership, Azure, Node.js",69,32,37,43
e5d03816-f1b7-4c02-aa03-55f15e4c482c,DevOps Engineer,West,Finance,2024-01-15,166991,"Deep Learning, SQL, AWS, Docker, Azure, Leadership",96,65,31,9
ce7994ff-79c1-4a6d-8b5f-199864cdd7ee,Cloud Architect,Northeast,Tech,2024-07-13,165010,"Kubernetes, Leadership, SQL, Communication, Deep Learning, Tableau",100,57,43,41
72e2af18-86b3-4de7-926e-c99d302d2705,Data Engineer,South,Finance,2022-02-23,108197,"Deep Learning, React, SQL, Excel",58,84,-26,14
64d64423-f670-4432-b52e-f862c7ce4afb,Product Manager,Northeast,Healthcare,2020-05-16,163084,"Spark, Docker, Machine Learning, Excel",92,36,56,35
e7df7f7e-82eb-4917-84b4-890e6f14aca3,Machine Learning Engineer,West,Retail,2025-06-30,147415,"SQL, Tableau, Kubernetes, Leadership, Machine Learning",49,67,-18,9
89382321-f625-4ec3-9ec7-bebf9ec675e3,Data Scientist,Northeast,Tech,2025-01-05,160641,"Python, Communication, Kubernetes, AWS, Excel",99,39,60,49
7d9b9dc6-6017-4d24-a22b-06aa8d5d2685,DevOps Engineer,Northeast,Healthcare,2022-03-10,126596,"Node.js, Kubernetes, Docker, Excel",77,80,-3,7
c7484be4-cfbe-4517-a163-46f0696a8cc9,Business Analyst,Midwest,Manufacturing,2025-02-25,88776,"AWS, Leadership, Excel, Python",88,67,21,31
49079ed1-6af8-4309-aef3-82b260127ae2,Cloud Architect,Midwest,Tech,2022-11-15,160831,"Tableau, Python, Excel, Node.js, Deep Learning, Communication",69,66,3,28
d5cb6f23-7ed9-401c-b54e-964d52b630c0,Product Manager,South,Finance,2020-10-21,108649,"Docker, SQL, Communication, AWS",82,95,-13,38
25f1801d-966c-47c7-976e-830afa384242,Data Engineer,West,Retail,2023-05-01,180064,"AWS, Tableau, Excel, Azure, SQL",87,34,53,5
ac1ba4dd-8513-4660-bb13-7c666a9a3ae0,Machine Learning Engineer,South,Healthcare,2021-02-23,159042,"Tableau, Node.js, Kubernetes, Docker",63,61,2,37
92279ba7-4014-4ae3-ac2a-6d7fe4143333,Data Engineer,Northeast,Retail,2025-03-09,122509,"Python, AWS, Spark",52,35,17,11
9fee0d68-4ce1-4149-ad20-2372edbb4a98,Product Manager,Northeast,Tech,2020-02-15,167087,"Excel, SQL, Node.js",42,32,10,34
39cb6ab5-8fa4-4fc3-b9dd-f827171a8433,DevOps Engineer,Midwest,Healthcare,2021-12-29,111017,"GCP, Tableau, Machine Learning, Communication, React",83,83,0,23
028839ce-bcec-47a6-95d7-09901eef23b0,Machine Learning Engineer,Midwest,Finance,2022-04-27,147724,"GCP, React, Spark, Azure",88,63,25,35
76baf2b4-9902-4b8e-89a6-bd25ca0ae5b9,Machine Learning Engineer,West,Finance,2022-07-18,164869,"GCP, Tableau, Deep Learning, Communication, Node.js",57,71,-14,44
d3a54617-1171-41e6-837c-056f15653a6b,Data Analyst,West,Manufacturing,2025-07-03,97901,"Leadership, Kubernetes, Tableau, SQL, Docker",98,32,66,44
23b57aad-445d-4f3e-946e-268210af70ed,Product Manager,South,Tech,2021-07-23,123637,"Kubernetes, Machine Learning, Python, Tableau",88,93,-5,46
372e4208-75e4-486f-99a6-89d4f765e744,Product Manager,Midwest,Healthcare,2023-07-26,109311,"Node.js, Excel, Leadership, Machine Learning",53,31,22,15
76f6a35c-8c44-48ab-ad28-ed66074cae34,Data Analyst,Northeast,Tech,2021-07-24,93796,"Azure, Kubernetes, Deep Learning",41,81,-40,18
8abe0db2-a05e-4a06-ab87-4147349d9b36,Product Manager,Midwest,Healthcare,2022-10-15,116900,"Spark, Excel, Kubernetes, Communication",97,81,16,28
7e1a9238-6b50-4b22-a25b-3ce87ee02a1f,Software Engineer,South,Healthcare,2024-08-17,139114,"Communication, Kubernetes, SQL, Python, AWS",60,75,-15,24
ccdf829e-3577-4070-9de8-161dcad428c3,Data Scientist,Midwest,Tech,2025-06-27,144338,"Tableau, Spark, SQL, AWS",95,76,19,19
23ea690b-1dff-459e-a97f-8babe4883048,DevOps Engineer,South,Retail,2020-08-01,138351,"GCP, SQL, Leadership, Node.js, Tableau, Kubernetes",61,55,6,34
3b1f5a21-21b0-47d5-9aa2-47152e719684,Data Analyst,West,Healthcare,2023-04-07,92677,"Tableau, SQL, Excel, Docker, Node.js",50,37,13,8
5195294d-39d8-4d65-abeb-4fbecf7d2801,Software Engineer,Midwest,Manufacturing,2022-03-13,99756,"Machine Learning, SQL, React, Docker",99,95,4,42
e39bf1bc-cc47-44cf-be8f-6eb728351928,Software Engineer,Midwest,Manufacturing,2020-05-23,132772,"Leadership, Excel, React, Python, AWS",81,71,10,10
c5778f2a-c687-41bf-b112-6c340d359d91,Cloud Architect,Northeast,Tech,2024-11-13,142550,"Kubernetes, Spark, AWS, Leadership",41,78,-37,14
3f63d8ee-1c34-43e4-8e3c-be10b70aaf4b,Data Analyst,Midwest,Manufacturing,2023-11-13,66807,"Communication, Leadership, Excel, GCP, Docker",46,50,-4,26
7cc78332-27c3-4c01-898a-9fe71e583a6b,Business Analyst,Midwest,Tech,2022-08-17,69704,"Kubernetes, GCP, Machine Learning, AWS, Deep Learning, Node.js",59,85,-26,11
7eaad19b-ca10-469d-8aec-e85ecc23661a,Data Analyst,Midwest,Finance,2025-03-26,61189,"AWS, Kubernetes, Spark",82,64,18,17
451e4948-42a6-4705-b6f7-166bf2342719,HR Manager,South,Finance,2023-10-12,89160,"SQL, GCP, Tableau, Leadership",70,58,12,37
ab65b333-b436-44f8-aded-242545ebf926,Machine Learning Engineer,Northeast,Finance,2023-07-31,137173,"AWS, React, Deep Learning, Leadership",52,45,7,37
ac05f8c7-05aa-4132-8157-7b03d1cc1146,Machine Learning Engineer,West,Tech,2024-05-03,156518,"AWS, Azure, Tableau, Python, SQL",53,54,-1,47
c8975769-fc01-40b5-a439-ccafd2171aef,HR Manager,West,Manufacturing,2021-04-08,95444,"GCP, Communication, Tableau, Excel, Leadership, Machine Learning",50,43,7,25
a8ef1326-b901-4a4d-bf0e-48e4ada9a0ab,Data Analyst,Northeast,Finance,2023-02-27,84792,"Machine Learning, SQL, Docker, Python, Leadership",51,59,-8,36
ca166bd3-db54-453f-b28f-293a7bf2629c,Business Analyst,Midwest,Healthcare,2025-06-14,83558,"Machine Learning, Node.js, Communication, AWS, Spark, Azure",74,64,10,8
47e415df-4ccf-4d8f-8736-689d377fdbc8,Data Analyst,Midwest,Finance,2024-04-03,71761,"Leadership, Spark, GCP, Deep Learning, Kubernetes",97,41,56,38
c280851e-7d09-4227-9399-0d62a5d52165,Product Manager,Northeast,Retail,2021-03-30,142724,"React, Python, Spark, SQL, GCP",93,57,36,14
e519a6a4-b830-465e-afcf-50d138f5a806,Data Analyst,West,Tech,2020-04-15,108612,"Deep Learning, Leadership, AWS, Excel",77,41,36,10
6b54efe3-2f78-40d5-bc71-d4f84f73ed9e,Machine Learning Engineer,Northeast,Healthcare,2023-10-07,152950,"Docker, Python, Communication, Deep Learning",63,45,18,27
60192929-68e8-455d-97ce-fd974fe94953,Software Engineer,Northeast,Healthcare,2024-11-21,110905,"AWS, Azure, Communication, Deep Learning",96,90,6,35
7086b2ec-98e8-47b8-8423-2e92e508fa5b,Software Engineer,Northeast,Tech,2023-03-03,144124,"Tableau, AWS, Node.js",62,73,-11,23
931d4660-651e-4b0c-a48a-1937de34fec9,Data Analyst,West,Tech,2020-11-18,81136,"Python, Kubernetes, AWS",86,93,-7,37
d12e846c-2f14-432e-9efd-a20e1b85b560,HR Manager,West,Retail,2025-01-15,126562,"Tableau, AWS, Docker",91,36,55,5
ee361cad-f164-4152-97c0-6c4389309567,Product Manager,West,Finance,2023-04-04,167207,"Excel, Deep Learning, Spark, Azure, Tableau, SQL",48,48,0,7
c6ae58cb-0965-4ec6-92cb-141c2ed449e8,Cloud Architect,West,Healthcare,2025-07-14,189936,"Excel, Python, Azure",40,63,-23,41
df32ef21-adef-4dbd-a4af-a19244a2ae47,HR Manager,South,Finance,2022-11-09,89996,"Leadership, Node.js, Excel",97,72,25,14
0fab2f74-d8b5-4168-88fa-d19c07008759,Product Manager,Northeast,Finance,2024-01-10,168061,"Python, Deep Learning, Communication, GCP, Machine Learning",77,94,-17,36
1c152b15-fd44-44f9-8bfa-43ed82df1db9,HR Manager,South,Retail,2020-07-13,100095,"Leadership, Spark, Node.js, Tableau",45,63,-18,35
cc9cf92a-2b63-4ac8-8492-7e982a6ffcce,HR Manager,Northeast,Retail,2025-03-02,103510,"AWS, Deep Learning, Node.js, SQL",68,49,19,18
19f96abb-ed84-4815-b916-fed16fde8d88,Data Engineer,Northeast,Tech,2023-04-20,140287,"Communication, Docker, SQL, Leadership, React, Excel",51,91,-40,38
dd48e57d-0c6e-4ca6-bf97-66ce4ed6d5d3,DevOps Engineer,Northeast,Finance,2024-05-01,139772,"Node.js, Docker, Azure, Excel, Spark",78,90,-12,6
8a34e618-8e95-49ad-9c27-83a6854e16f1,Data Engineer,West,Finance,2023-02-16,137876,"React, Kubernetes, Tableau, Machine Learning, Deep Learning",42,79,-37,28
ff584d14-527e-44a1-ab61-a26aa455815b,Machine Learning Engineer,South,Healthcare,2021-12-02,151992,"GCP, Machine Learning, Kubernetes, SQL, Spark, Node.js",80,47,33,36
a24ee70a-b1c8-4688-b2bb-8ba53d93c9a5,Software Engineer,Midwest,Manufacturing,2020-11-13,133461,"React, Spark, Communication",64,31,33,47
a53a228b-1b3b-4586-ad1a-fe0e4139e244,Data Scientist,Midwest,Finance,2022-05-15,118932,"Kubernetes, Leadership, GCP, React, Deep Learning",94,72,22,26
c4f51193-e535-4ec6-b523-4bbb328b031d,HR Manager,Midwest,Finance,2021-08-19,71145,"Machine Learning, Python, Spark, React, Docker, Tableau",76,68,8,42
cc38f897-4b50-4a44-aa1d-dbe9a2cc156f,HR Manager,Northeast,Retail,2021-08-18,113052,"Azure, Excel, Deep Learning, React, SQL, Node.js",55,88,-33,30
c42c02f5-239a-4158-bb5d-deee04a5dbfe,Data Engineer,Northeast,Manufacturing,2024-03-29,166568,"GCP, SQL, Azure",72,76,-4,49
2ccd0d0d-8581-46e1-8d34-c9b1ef0ba9fe,Data Scientist,Northeast,Retail,2021-09-20,162010,"Deep Learning, Python, AWS, SQL",54,66,-12,41
13857a23-8bb1-4e02-ac47-104dc9790c4c,Data Scientist,South,Finance,2020-01-26,123593,"Leadership, Azure, Node.js, Deep Learning, Python, Tableau",49,89,-40,13
18ea9faa-a1d6-4622-8dcd-290214777a10,DevOps Engineer,South,Healthcare,2025-10-27,115984,"Machine Learning, Azure, Tableau, Docker, SQL",47,84,-37,12
1b22fd60-c479-49e8-a41d-279d48703e2d,Software Engineer,West,Tech,2020-02-11,161080,"AWS, Azure, SQL, Communication, Tableau, Docker",71,93,-22,28
623e3195-6d52-4f1c-875f-bad1dc568d3c,DevOps Engineer,Midwest,Healthcare,2022-09-03,103486,"GCP, Python, Leadership, Kubernetes",92,88,4,24
b5d8573f-9307-449c-8aca-a2d6b4047390,Software Engineer,West,Tech,2025-01-06,178193,"Spark, Azure, Python, Leadership, Deep Learning, Tableau",96,82,14,22
d434a079-d02b-4865-b070-a8e9027344d0,Cloud Architect,South,Finance,2024-04-11,160169,"React, Communication, Machine Learning, Azure, Tableau",78,34,44,47
6eeb7794-348b-48de-a310-db4f9a614344,Software Engineer,West,Tech,2021-12-17,163370,"Communication, Leadership, Node.js, Docker, React, GCP",62,32,30,32
5e3a709c-83e0-4f05-9a8a-c6b2b915ed89,DevOps Engineer,Northeast,Healthcare,2024-09-02,148446,"React, Docker, Azure",63,31,32,18
3d10a0bb-314a-434c-b02b-9f383bd91ca5,Data Engineer,Northeast,Tech,2021-02-19,159567,"Deep Learning, Tableau, Machine Learning, Excel, Kubernetes",73,68,5,7
5c7b25b7-08de-4a5a-89ea-e03227d58a45,Data Engineer,West,Manufacturing,2021-05-09,176534,"React, AWS, Excel",68,49,19,24
c98de35b-6ad5-4d1b-8246-9f690b11a5e8,Data Engineer,West,Manufacturing,2022-01-02,163423,"Docker, Machine Learning, Tableau, Leadership, Communication",72,43,29,46
fb97a7bd-991b-45c2-b39e-24f632a6a0cc,HR Manager,Midwest,Finance,2020-02-25,80494,"React, Machine Learning, SQL",98,54,44,26
d343165c-ad4d-41f5-bb4f-ecd2581e6f83,Cloud Architect,Midwest,Manufacturing,2022-05-17,143385,"Deep Learning, Spark, Azure",66,89,-23,15
0e4e5fcd-eb0f-411b-aab7-aae7c31a5788,Data Analyst,Midwest,Finance,2024-07-10,73802,"SQL, GCP, Azure, Kubernetes, Deep Learning, Spark",42,75,-33,11
b6bd3ab5-3cb4-42d1-ac27-dcf7ff5633f0,Product Manager,West,Healthcare,2022-06-01,144278,"Leadership, Machine Learning, Kubernetes, React, SQL",99,40,59,35
934b5249-e6f4-445d-a781-85259c555604,Cloud Architect,Midwest,Finance,2025-10-03,134752,"Spark, Docker, Kubernetes, Communication",46,94,-48,22
f5f14b07-d756-4af0-aa85-318e07e97f6a,DevOps Engineer,Midwest,Finance,2023-12-05,122680,"Excel, AWS, Communication, Spark, Leadership, Python",56,52,4,30
d459c244-bdb7-4ac2-92d5-6a2ef3fc5c9b,Data Scientist,West,Finance,2021-07-26,181560,"Kubernetes, Tableau, Spark, Deep Learning, SQL, Node.js",89,74,15,15
61d34724-ae9d-4236-ab46-276be2fdcd60,HR Manager,West,Finance,2022-07-18,99577,"React, Node.js, Spark, Machine Learning, Python",83,62,21,10
05762c5b-a588-44d3-8630-34d1f260409b,Data Engineer,Northeast,Manufacturing,2022-06-13,124480,"Node.js, Deep Learning, SQL, Kubernetes, Python, Azure",68,88,-20,9
c55e7467-9c9a-4f07-99ce-d1edf84042a9,Data Analyst,Northeast,Retail,2022-04-26,92835,"Communication, Tableau, Kubernetes, React",46,50,-4,30
94c0afe9-8e1b-44e5-86a6-8aecc9506a9a,Data Analyst,South,Retail,2020-01-29,81031,"Excel, Deep Learning, AWS, Machine Learning, Communication",92,71,21,33
00fb104e-86c1-4bac-a15c-dab438cd47f1,Cloud Architect,Midwest,Manufacturing,2020-02-03,132969,"React, Kubernetes, Leadership, Spark",50,43,7,37
71684c0f-d200-4e00-a890-c764e324a1ea,Software Engineer,Midwest,Retail,2021-12-31,110503,"React, GCP, Azure, Excel, Deep Learning, Docker",96,65,31,41
5cde31de-03c3-4f48-a134-75b52d86cc9b,Machine Learning Engineer,West,Manufacturing,2022-09-22,181981,"Azure, React, AWS, Spark",94,57,37,19
a0a511b9-de39-4fa8-b0fa-3de5fc2911d4,Machine Learning Engineer,Northeast,Retail,2021-07-25,161742,"React, Excel, GCP",51,79,-28,8
fcf8cd23-4c36-4dc2-849e-7037e6211540,HR Manager,Midwest,Tech,2024-07-10,70115,"Azure, Node.js, Tableau, Machine Learning, GCP",61,95,-34,46
468b3086-ee2e-4ec4-a609-3fda50f49316,Data Analyst,Midwest,Tech,2025-11-03,63680,"Node.js, Python, GCP, Communication",64,78,-14,46
e778c7f8-a23f-42a5-b220-dc714121287e,Product Manager,Midwest,Manufacturing,2022-05-02,139580,"Azure, Node.js, Deep Learning, Leadership, Machine Learning",92,90,2,49
4feb1aaa-e5ca-40d9-8c51-b797d97106d6,Product Manager,West,Retail,2024-04-25,143618,"React, Leadership, Spark, Node.js, GCP",57,57,0,28
5afbe041-acb5-4168-8c45-dcc79764c80e,Data Engineer,West,Healthcare,2021-04-28,184554,"Spark, Node.js, Python, Communication, Machine Learning, Leadership",100,95,5,32
3c25b932-5dbf-4af6-9e86-cd6943e5bbc9,Data Scientist,Midwest,Tech,2024-06-17,141222,"Excel, Node.js, SQL, Communication",46,63,-17,26
7966d1bf-71bc-4d9c-bdc5-baf78c178e56,Software Engineer,Northeast,Tech,2022-01-25,147774,"Spark, Kubernetes, Tableau, SQL, Communication, Python",59,30,29,24
0c9b5173-143e-40b3-b295-ac852ce484ff,Cloud Architect,Midwest,Manufacturing,2020-12-04,162081,"Deep Learning, Machine Learning, Communication, AWS, Tableau, Kubernetes",91,79,12,22
1e9fe053-8521-44dc-80e6-cbf6b77113ed,Machine Learning Engineer,West,Finance,2021-11-09,159937,"Python, GCP, AWS",51,75,-24,12
cf274135-4c3e-43a9-8546-08c14b412000,Data Analyst,Northeast,Tech,2022-02-16,99261,"Python, Docker, Machine Learning",88,50,38,39
15e31d6f-ced4-4567-93d8-0349c3e9436a,Product Manager,West,Retail,2020-03-05,154387,"GCP, Communication, Azure, Machine Learning",59,72,-13,9
46ac707d-6b9c-49ca-ad05-727e5dba1981,Data Scientist,Midwest,Manufacturing,2021-07-31,128111,"Node.js, Tableau, Communication, Machine Learning, Docker",67,49,18,47
d7f2f5ec-b389-44f9-abe3-d2496823536a,Machine Learning Engineer,South,Retail,2024-02-10,145875,"SQL, Python, Excel, GCP, Azure, Node.js",78,53,25,33
618c2143-c987-409b-8009-b835590b7f98,Data Engineer,West,Healthcare,2021-10-27,130517,"Tableau, Node.js, Kubernetes, Deep Learning, SQL, Python",95,50,45,47
96f86f7a-16d7-4961-a397-a1d43a85ab4b,DevOps Engineer,Northeast,Retail,2023-04-07,146600,"Docker, SQL, Machine Learning, Tableau, React, AWS",58,68,-10,37
79aea226-70cd-41d2-91b2-d243f3d09376,Data Scientist,Midwest,Finance,2022-10-30,131523,"AWS, React, Excel, Docker",75,70,5,13
6e5d2bca-aed5-4db5-8cf2-0b4bb78a4aae,Machine Learning Engineer,Northeast,Tech,2020-11-19,163864,"Kubernetes, Deep Learning, Leadership",93,31,62,39
3874c478-326a-40a1-b3ec-a49286fa5771,HR Manager,Northeast,Manufacturing,2025-11-25,117204,"GCP, Node.js, Kubernetes",50,89,-39,6
a47725d0-b7d8-4a37-af59-2f9a483b4d16,DevOps Engineer,Northeast,Retail,2022-09-12,141560,"Spark, AWS, Excel, Leadership",55,85,-30,30
5113b41d-d214-4859-a499-673d8906ce09,Cloud Architect,Midwest,Retail,2021-10-28,137947,"Node.js, Spark, Deep Learning, Excel, Machine Learning",63,82,-19,13
30cb1311-b6b9-416a-99a3-9e255305e16a,Software Engineer,Northeast,Healthcare,2025-02-26,152832,"SQL, Leadership, React, GCP, Spark",74,62,12,43
eab542ed-8f14-4a90-9009-7376d78e402a,HR Manager,Midwest,Finance,2020-11-05,81350,"React, Node.js, Tableau, Excel, Python",49,72,-23,20
7f2449a7-27f2-486a-993a-280d91d4c27f,Cloud Architect,Midwest,Finance,2021-01-11,163164,"GCP, Python, Node.js, Leadership, Tableau, React",86,51,35,7
d1fd9ba5-4fc8-4f50-a512-0168c8c73d70,Machine Learning Engineer,Midwest,Tech,2020-05-11,156444,"Kubernetes, Excel, AWS, Machine Learning, Node.js, Python",71,79,-8,11
d6b06ea1-f8d5-4c9c-ad5b-2090dc509518,Data Analyst,Northeast,Finance,2020-12-26,80539,"Kubernetes, Docker, Machine Learning, Communication",56,82,-26,8
fd33c1c6-4343-497c-9ec8-3ef88ef96adc,DevOps Engineer,Midwest,Healthcare,2023-04-21,101392,"Node.js, Leadership, GCP, Python, Communication",65,55,10,16
816ee788-71ad-4e4c-ab95-ad6ee3cbd042,Data Scientist,Midwest,Retail,2020-09-17,127441,"GCP, React, Excel, Communication",45,95,-50,34
58ec5ec9-be2b-4db9-873c-dfd16f07103a,DevOps Engineer,Midwest,Manufacturing,2022-03-03,125213,"Machine Learning, GCP, React, Deep Learning, Python, Node.js",86,39,47,32
0a715c5a-021e-4eef-ab12-4f28e082f83a,Data Scientist,West,Healthcare,2023-06-18,160941,"Tableau, Excel, React",87,40,47,49
3a35964b-bca8-416b-b189-34f4e4628807,Cloud Architect,South,Finance,2022-07-13,131686,"Machine Learning, Deep Learning, GCP, SQL",83,94,-11,36
e163b685-edc7-4af9-a88e-ecc08ec2b682,Cloud Architect,South,Manufacturing,2024-01-26,126344,"Leadership, Deep Learning, Docker, Spark",90,30,60,7
1e0a1429-6925-4014-9505-2192667c54d8,Business Analyst,Northeast,Tech,2022-12-15,86639,"Leadership, Docker, Kubernetes, GCP",45,93,-48,44
320bba60-bd93-49c6-ac12-95d13ede13eb,Data Scientist,South,Manufacturing,2024-03-18,148767,"Docker, Spark, Excel, Python",95,73,22,22
88b00278-7ffe-4954-aebd-ab3786cf078f,HR Manager,West,Finance,2022-01-18,126973,"Python, GCP, Azure",64,78,-14,21
5fc7b468-3ce9-4e66-a050-f06da60237c8,Data Analyst,Midwest,Tech,2021-01-18,76770,"Node.js, Communication, Tableau, React, Azure",50,89,-39,31
d2339ea4-598c-42b0-a9cc-c78450b0c093,Data Scientist,Northeast,Retail,2021-07-19,130422,"Python, Tableau, Leadership, SQL, GCP, Node.js",90,78,12,22
7e4c1743-22f7-42dc-ae87-77aa7fd1172c,Machine Learning Engineer,Midwest,Tech,2023-10-18,116809,"AWS, Communication, Azure, Deep Learning",81,72,9,49
cccde8dc-881c-44a7-bc45-0f50c6aa3131,Product Manager,West,Finance,2025-04-01,148024,"Docker, Python, Leadership, Azure",49,60,-11,34
1588f231-78b5-43d2-ad62-46570784c708,Machine Learning Engineer,West,Healthcare,2024-11-08,197359,"AWS, Node.js, Tableau, React, Leadership",67,51,16,33
143e326a-f697-4e24-9824-8dcb75caa9ff,Data Scientist,Midwest,Tech,2024-07-09,140523,"SQL, Tableau, Excel, GCP, AWS",41,83,-42,8
47726a35-c478-4a62-978f-cfb00781d06d,Cloud Architect,Northeast,Finance,2025-04-13,184540,"AWS, SQL, Docker",58,38,20,19
85498779-dadc-4182-88d5-8cafd4100af3,Business Analyst,South,Retail,2020-04-23,83550,"Leadership, Tableau, SQL, Docker, AWS, Node.js",79,53,26,14
9c4af0db-41a4-4706-ab5f-4ea76cef4b4c,HR Manager,West,Manufacturing,2024-10-11,104076,"AWS, Spark, Docker, Machine Learning, GCP",50,77,-27,40
f967b183-6b0f-45bf-a0f9-f6b7e993ba53,Data Analyst,Midwest,Healthcare,2022-08-24,63899,"AWS, Deep Learning, GCP, Machine Learning",92,85,7,21
9bb6f4c7-52bc-4d26-b53a-5a0d78e529e8,Machine Learning Engineer,Midwest,Manufacturing,2022-09-06,153703,"Leadership, Spark, Communication",71,82,-11,17
b5662399-f2d8-4c6b-bcde-9c7f606c6715,Business Analyst,West,Manufacturing,2023-07-27,108578,"Docker, Kubernetes, React, Azure, Machine Learning",100,88,12,18
